1,1,T,"""Đúng""",1,
2,1,F,"""Sai""",0,
3,2,T,"""Đúng""",0,
4,2,F,"""Sai""",1,
5,3,T,"""Đúng""",1,
6,3,F,"""Sai""",0,
7,4,T,"""Đúng""",0,
8,4,F,"""Sai""",1,
9,5,T,"""Đúng""",1,
10,5,F,"""Sai""",0,
11,6,T,"""Đúng""",1,
12,6,F,"""Sai""",0,
13,7,T,"""Đúng""",0,
14,7,F,"""Sai""",1,
15,8,T,"""Đúng""",1,
16,8,F,"""Sai""",0,
17,9,T,"""Đúng""",0,
18,9,F,"""Sai""",1,
19,10,T,"""Đúng""",1,
20,10,F,"""Sai""",0,
21,11,A,"""A. Đại diện cho một giá trị số âm đặc biệt""",0,
22,11,B,"""B. Viết tắt của ""Not a Number"" (Không phải là một số)""",0,
23,11,C,"""C. Viết tắt của ""Not a Number"" (Không phải là một số)""",1,
24,11,D,"""D. Một ngôn ngữ định dạng kiểu cách CSS""",0,
25,12,A,"""A. Kiểm tra xem biến có phải số nguyên hay không""",0,
26,12,B,"""B. Chuyển đổi kiểu dữ liệu sang dạng số""",0,
27,12,C,"""C. Khai báo các biến mới cho hệ thống""",0,
28,12,D,"""D. Kiểm tra xem một giá trị có phải là NaN hay không""",1,
29,13,A,"""A. Trả về độ dài chuỗi hoặc số phần tử của mảng""",1,
30,13,B,"""B. Dùng để ép kiểu dữ liệu cho biến trong hệ thống""",0,
31,13,C,"""C. Kiểu dữ liệu Đúng hoặc Sai (Boolean)""",0,
32,13,D,"""D. Cấu trúc dữ liệu dạng mảng (Array)""",0,
33,14,A,"""A. Thực hiện việc nối các chuỗi văn bản lại với nhau""",0,
34,14,B,"""B. Tìm kiếm và thay thế văn bản trong chuỗi""",1,
35,14,C,"""C. Bao gồm 3 giá trị logic khác nhau""",0,
36,14,D,"""D. Bao gồm 4 giá trị logic khác nhau""",0,
37,15,A,"""A. Gây ra một lỗi thực thi nghiêm trọng trong chương trình""",0,
38,15,B,"""B. Xuất dữ liệu ra màn hình hiển thị của trình duyệt""",0,
39,15,C,"""C. Xuất dữ liệu ra màn hình hiển thị của trình duyệt""",1,
40,15,D,"""D. Sử dụng để thực hiện các phép toán so sánh""",0,
41,16,A,"""A. Sử dụng thẻ tiêu đề lớn nhất <h1>""",0,
42,16,B,"""B. Sử dụng thẻ tiêu đề nhỏ nhất <h6>""",0,
43,16,C,"""C. Một ngôn ngữ định dạng CSS nâng cao""",0,
44,16,D,"""D. Sử dụng thẻ tiêu đề nhỏ nhất <h6>""",1,
45,17,A,"""A. Tạo một liên kết (Hyperlink) đến địa chỉ khác""",1,
46,17,B,"""B. Tạo một bảng dữ liệu mới hoàn toàn cho trang web""",0,
47,17,C,"""C. Sử dụng dấu ngoặc nhọn đóng }""",0,
48,17,D,"""D. Sử dụng từ khóa kết thúc lệnh end""",0,
49,18,A,"""A. Tên định danh (name) cho đường dẫn liên kết""",0,
50,18,B,"""B. Địa chỉ đường dẫn (URL) mục tiêu của liên kết""",1,
51,18,C,"""C. Sử dụng ký hiệu và & để kết nối""",0,
52,18,D,"""D. Sử dụng ký hiệu dấu phẩy để phân tách""",0,
53,19,A,"""A. Luôn nằm bên trong cấu trúc của bảng dữ liệu (Table)""",0,
54,19,B,"""B. Luôn nằm trong danh sách ul hoặc ol""",0,
55,19,C,"""C. Luôn nằm trong các danh sách ul hoặc ol""",1,
56,19,D,"""D. Thực hiện việc xóa bỏ một chuỗi văn bản""",0,
57,20,A,"""A. Hiển thị ở phần thân của trang web (Body)""",0,
58,20,B,"""B. Hiển thị trên thanh tiêu đề hoặc Tab trình duyệt""",0,
59,20,C,"""C. Chỉnh sửa nội dung file đang có sẵn""",0,
60,20,D,"""D. Hiển thị trên thanh tiêu đề hoặc Tab trình duyệt""",1,
61,21,A,"""A. color chỉnh màu chữ, background chỉnh màu nền""",1,
62,21,B,"""B. Thay đổi màu sắc cho lớp nền (Background-color)""",0,
63,21,C,"""C. Hệ quản trị cơ sở dữ liệu (Database)""",0,
64,21,D,"""D. Một hệ thống máy chủ lưu trữ (Server)""",0,
65,22,A,"""A. Đơn vị đo lường cố định theo điểm ảnh Pixel""",0,
66,22,B,"""B. Vì nó thay đổi dựa trên kích thước phần tử cha""",1,
67,22,C,"""C. Lưu trữ và truy xuất dữ liệu từ Database""",0,
68,22,D,"""D. Cung cấp các giao diện kết nối API""",0,
69,23,A,"""A. Thực hiện việc căn lề văn bản về phía bên trái""",0,
70,23,B,"""B. Sử dụng giá trị thuộc tính text-align: center""",0,
71,23,C,"""C. Sử dụng giá trị thuộc tính text-align: center""",1,
72,23,D,"""D. Một hệ quản trị cơ sở dữ liệu (Database)""",0,
73,24,A,"""A. Xác định khoảng cách giữa các chữ cái (Letter-spacing)""",0,
74,24,B,"""B. Đường viền bao quanh (độ dày, kiểu dáng, màu sắc)""",0,
75,24,C,"""C. Thay đổi màu sắc hiển thị của văn bản""",0,
76,24,D,"""D. Đường viền bao quanh (độ dày, kiểu dáng, màu sắc)""",1,
77,25,A,"""A. Chiếm toàn bộ chiều ngang của dòng""",1,
78,25,B,"""B. Hiển thị dưới dạng dòng chảy (Inline)""",0,
79,25,C,"""C. JavaScript, PHP và hệ quản trị SQL""",0,
80,25,D,"""D. HTML kết hợp với Java và Python""",0,
81,26,A,"""A. In dữ liệu trực tiếp ra cửa sổ Console log""",0,
82,26,B,"""B. Hiển thị một hộp thoại Popup trên trình duyệt""",1,
83,26,C,"""C. Tạo một liên kết (Hyperlink) mới""",0,
84,26,D,"""D. Thực hiện việc chèn một hình ảnh mới""",0,
85,27,A,"""A. Thực hiện việc nhập dữ liệu đầu vào (Input)""",0,
86,27,B,"""B. Sử dụng hàm console.log()""",0,
87,27,C,"""C. Sử dụng hàm nhập liệu prompt()""",1,
88,27,D,"""D. Tạo một biểu mẫu nhập liệu (Form)""",0,
89,28,A,"""A. Trả về kiểu dữ liệu dạng số (Number)""",0,
90,28,B,"""B. Trả về kiểu dữ liệu Đúng/Sai (Boolean)""",0,
91,28,C,"""C. Tạo một liên kết (Hyperlink) cho phần tử""",0,
92,28,D,"""D. Chèn một hình ảnh minh họa cho nội dung""",1,
93,29,A,"""A. Khai báo biến có phạm vi trong khối (Block scope)""",1,
94,29,B,"""B. Khai báo các hằng số không thể thay đổi giá trị""",0,
95,29,C,"""C. Định dạng văn bản in nghiêng (Italic)""",0,
96,29,D,"""D. Thực hiện việc căn giữa đoạn văn bản""",0,
97,30,A,"""A. Khai báo các biến có thể thay đổi giá trị liên tục""",0,
98,30,B,"""B. Để bảo vệ hằng số không bị gán lại giá trị khác""",1,
99,30,C,"""C. Tạo đường viền (Border) bao quanh phần tử""",0,
100,30,D,"""D. Để bảo vệ hằng số không bị gán lại giá trị khác""",0,
101,31,A,"""A. Thực hiện việc nhập dữ liệu trực tiếp từ người dùng""",0,
102,31,B,"""B. print trả về giá trị 1, còn echo không trả về gì""",0,
103,31,C,"""C. print trả về giá trị 1, còn echo không trả về gì""",1,
104,31,D,"""D. Một kiểu dữ liệu dạng chuỗi văn bản (String)""",0,
105,32,A,"""A. Là một toán tử toán học đặc biệt trong ngôn ngữ PHP""",0,
106,32,B,"""B. Ký hiệu bắt buộc để nhận diện biến trong PHP""",0,
107,32,C,"""C. Thực hiện khởi tạo một giá trị số mới""",0,
108,32,D,"""D. Ký hiệu bắt buộc để nhận diện biến trong PHP""",1,
109,33,A,"""A. Trả về thông tin ngày tháng theo định dạng tùy chỉnh""",1,
110,33,B,"""B. Chuyển đổi kiểu dữ liệu từ dạng Số sang dạng Ngày""",0,
111,33,C,"""C. Thực hiện việc xóa bỏ phần tử khỏi bộ nhớ""",0,
112,33,D,"""D. Khởi tạo một biến mới cho hệ thống""",0,
113,34,A,"""A. Thực hiện việc đếm số lượng phần tử hiện có trong mảng""",0,
114,34,B,"""B. Sử dụng hàm count() để xác định số phần tử""",1,
115,34,C,"""C. Đếm tổng số lượng từ trong chuỗi văn bản""",0,
116,34,D,"""D. Thực hiện việc tách chuỗi thành các phần""",0,
117,35,A,"""A. Thêm tệp tin vào hệ thống (bắt buộc phải có file hiện hữu)""",0,
118,35,B,"""B. require sẽ dừng chương trình ngay lập tức nếu lỗi""",0,
119,35,C,"""C. require sẽ dừng chương trình ngay lập tức nếu lỗi""",1,
120,35,D,"""D. Khởi tạo một biến mới mang giá trị Hello""",0,
121,36,A,"""A. Vận hành trực tiếp trên máy chủ vật lý Server""",0,
122,36,B,"""B. Lưu trữ mã nguồn và xử lý các yêu cầu HTTP""",0,
123,36,C,"""C. Sử dụng thẻ khai báo đầu trang <head>""",0,
124,36,D,"""D. require sẽ dừng chương trình ngay lập tức nếu lỗi""",1,
125,37,A,"""A. Các trình duyệt như Chrome, Firefox, Safari""",1,
126,37,B,"""B. Một thuật ngữ liên quan đến các trình duyệt web phổ biến""",0,
127,37,C,"""C. Chèn một hình ảnh mới vào trang web""",0,
128,37,D,"""D. Tạo một biểu mẫu nhập liệu (Form) cho trang""",0,
129,38,A,"""A. Chỉ bao gồm tên định danh duy nhất của địa chỉ URL""",0,
130,38,B,"""B. Giao thức, tên miền và đường dẫn tài nguyên""",1,
131,38,C,"""C. Thay đổi màu sắc của đoạn văn bản được chọn""",0,
132,38,D,"""D. Thay đổi phông chữ (Font) cho văn bản""",0,
133,39,A,"""A. Chế độ không bảo mật khi truyền tải dữ liệu qua mạng""",0,
134,39,B,"""B. Vì nó mã hóa dữ liệu truyền tải qua SSL/TLS""",0,
135,39,C,"""C. Luôn nằm trong các danh sách ul hoặc ol""",1,
136,39,D,"""D. Chèn một hình ảnh minh họa vào danh sách""",0,
137,40,A,"""A. Địa chỉ IP của máy chủ lưu trữ dữ liệu trang web""",0,
138,40,B,"""B. Tên định danh dễ nhớ thay thế cho địa chỉ IP""",0,
139,40,C,"""C. Hiển thị ở phần chân trang web (Footer)""",0,
140,40,D,"""D. Tên định danh dễ nhớ thay thế cho địa chỉ IP""",1,
141,41,A,"""A. Nhấn mạnh nội dung mang ý nghĩa quan trọng""",1,
142,41,B,"""B. Định dạng đoạn văn bản trở nên in nghiêng""",0,
143,41,C,"""C. Nhấn mạnh nội dung mang ý nghĩa quan trọng""",0,
144,41,D,"""D. Thay đổi kích thước (Size) của văn bản""",0,
145,42,A,"""A. Định dạng đoạn văn bản trở nên in đậm""",0,
146,42,B,"""B. Định dạng nhấn mạnh văn bản dưới dạng in nghiêng""",1,
147,42,C,"""C. Đơn vị đo lường tuyệt đối theo hệ inch""",0,
148,42,D,"""D. Đơn vị đo lường theo hệ inch""",0,
149,43,A,"""A. Sử dụng phổ biến trong thẻ liên kết <a>""",0,
150,43,B,"""B. Chỉ định địa chỉ đường dẫn nguồn của tài nguyên""",0,
151,43,C,"""C. Chỉ định địa chỉ đường dẫn nguồn của tài nguyên""",1,
152,43,D,"""D. Thực hiện việc căn lề đều cho văn bản""",0,
153,44,A,"""A. Phần tử sẽ chiếm toàn bộ không gian hàng (Block)""",0,
154,44,B,"""B. Phần tử sẽ hiển thị cùng một hàng với các phần tử khác""",0,
155,44,C,"""C. Thay đổi màu sắc hiển thị của văn bản""",0,
156,44,D,"""D. Phần tử sẽ hiển thị cùng một hàng với các phần tử khác""",1,
157,45,A,"""A. Sử dụng giá trị font-weight: bold""",1,
158,45,B,"""B. Định dạng văn bản in nghiêng (Italic)""",0,
159,45,C,"""C. Sử dụng giá trị font-weight: bold""",0,
160,45,D,"""D. Kỹ thuật đẩy phần tử sang một phía (Float)""",0,
161,46,A,"""A. Trả về kết quả là kiểu dữ liệu Chuỗi (String)""",0,
162,46,B,"""B. Kết quả trả về là kiểu dữ liệu String""",1,
163,46,C,"""C. Khai báo một biến toàn cục cho toàn hệ thống""",0,
164,46,D,"""D. Thực hiện một vòng lặp trong chương trình""",0,
165,47,A,"""A. Trả về kết quả là kiểu dữ liệu Chuỗi (String)""",0,
166,47,B,"""B. Kết quả trả về là kiểu dữ liệu Number""",0,
167,47,C,"""C. Kết quả trả về là kiểu dữ liệu Number""",1,
168,47,D,"""D. Khởi tạo một lớp (Class) mới cho hệ thống""",0,
169,48,A,"""A. Đại diện cho một chuỗi văn bản hoàn toàn rỗng""",0,
170,48,B,"""B. Nó đại diện cho việc không có giá trị nào tồn tại""",0,
171,48,C,"""C. Trả về một đối tượng dữ liệu phức tạp (Object)""",0,
172,48,D,"""D. Trả về một đối tượng dữ liệu (Object)""",1,
173,49,A,"""A. undefined là chưa gán, null là gán giá trị rỗng""",1,
174,49,B,"""B. Trạng thái biến chưa được gán bất kỳ giá trị nào""",0,
175,49,C,"""C. Khai báo các hàm (Function) xử lý dữ liệu""",0,
176,49,D,"""D. Khởi tạo một lớp (Class) xử lý dữ liệu""",0,
177,50,A,"""A. In dữ liệu trực tiếp ra cửa sổ điều khiển Console""",0,
178,50,B,"""B. Hiển thị một hộp thoại thông báo trên màn hình""",1,
179,50,C,"""C. Khai báo một hàm (Function) xử lý mới""",0,
180,50,D,"""D. Khởi tạo một mảng (Array) dữ liệu mới""",0,
181,51,A,"""A. Thực hiện việc căn lề khối phần tử về phía bên trái""",0,
182,51,B,"""B. Tự động chia đều lề trái và phải để căn giữa""",0,
183,51,C,"""C. Tự động chia đều lề trái và phải để căn giữa""",1,
184,51,D,"""D. Khởi tạo một đối tượng dữ liệu mới""",0,
185,52,A,"""A. Sử dụng ký hiệu hai dấu gạch chéo // để ghi chú""",0,
186,52,B,"""B. Sử dụng cặp thẻ đặc biệt""",0,
187,52,C,"""C. Một hàm (Function) xử lý có sẵn của PHP""",0,
188,52,D,"""D. Sử dụng cặp thẻ đặc biệt""",1,
189,53,A,"""A. Vì chỉ cần một vế đúng là kết quả sẽ đúng""",1,
190,53,B,"""B. Trả về giá trị logic Đúng (true) cho hệ thống""",0,
191,53,C,"""C. Một kiểu dữ liệu dạng chuỗi văn bản (String)""",0,
192,53,D,"""D. Khai báo một lớp (Class) trong mã nguồn""",0,
193,54,A,"""A. Trả về giá trị logic Đúng (true) cho hệ thống""",0,
194,54,B,"""B. Vì chỉ cần một vế đúng là kết quả sẽ đúng""",1,
195,54,C,"""C. Thực hiện xóa bỏ các phần tử hiện có trong mảng""",0,
196,54,D,"""D. Khởi tạo một mảng (Array) chứa dữ liệu""",0,
197,55,A,"""A. Hiển thị thanh cuộn (Scroll) khi nội dung bị tràn ra ngoài""",0,
198,55,B,"""B. Ẩn hoàn toàn phần nội dung bị tràn ra khỏi khung""",0,
199,55,C,"""C. Ẩn hoàn toàn phần nội dung bị tràn ra khỏi khung""",1,
200,55,D,"""D. Quản lý phiên làm việc của người dùng (Session)""",0,
201,56,A,"""A. Dùng để thực hiện việc nhập dữ liệu dạng số""",0,
202,56,B,"""B. Thiết lập thuộc tính type=""text""""",0,
203,56,C,"""C. Bộ nhớ truy xuất ngẫu nhiên (RAM) của máy tính""",0,
204,56,D,"""D. Vì chỉ cần một vế đúng là kết quả sẽ đúng""",1,
205,57,A,"""A. Trả về kết quả là số thực thập phân 3.14""",1,
206,57,B,"""B. Trả về kết quả là số nguyên 3 cho hệ thống xử lý""",0,
207,57,C,"""C. Ngôn ngữ lập trình phía máy chủ như PHP""",0,
208,57,D,"""D. Giao diện lập trình ứng dụng (API)""",0,
209,58,A,"""A. Con trỏ chuột chuyển sang dạng hình bàn tay (click)""",0,
210,58,B,"""B. Sử dụng giá trị thuộc tính cursor: pointer""",1,
211,58,C,"""C. Một hệ quản trị cơ sở dữ liệu (Database)""",0,
212,58,D,"""D. Một ngôn ngữ định dạng giao diện CSS""",0,
